frame,track,score,x,y,hit_time,hit_confirmed,redirects
15,0,0.1456,790.0,507.5,0.250,True,0
78,2,0.0940,1032.6,1280.8,0.250,True,0
139,4,0.0411,537.6,505.7,0.250,True,0
193,6,0.1374,365.8,754.9,0.250,True,0
260,8,0.0820,831.2,1107.3,0.250,True,0
297,9,0.0874,1464.5,849.2,0.250,True,0
363,11,0.1444,1404.3,876.4,0.250,True,0
408,15,0.0470,656.2,732.7,0.250,True,0
474,19,0.0850,1301.7,966.6,0.250,True,0
515,24,0.0934,851.5,961.1,0.250,True,0
575,25,0.0965,596.1,1185.2,0.250,True,0
612,26,0.1229,445.7,807.0,0.250,True,0
651,34,0.1179,682.2,1182.9,0.250,True,0
690,41,0.1231,437.4,992.4,0.250,True,0
731,45,0.0790,1180.4,331.3,0.250,True,0
823,47,0.0461,1419.8,1082.4,0.250,True,0
860,48,0.1338,1217.8,1221.0,0.250,True,0
1008,50,0.0641,915.7,1309.3,0.250,True,0
1047,51,0.1164,498.0,1153.8,0.250,True,0
1086,56,0.1030,959.6,628.8,0.250,True,0
1125,62,0.1177,705.5,794.1,0.250,True,0
1166,66,0.0664,581.2,571.5,0.250,True,0
1203,67,0.0725,908.2,1246.9,0.250,True,0
1336,69,0.0897,447.7,970.1,0.250,True,0
1377,70,0.1043,555.2,1244.4,0.250,True,0
1418,71,0.1175,1020.9,1074.6,0.250,True,0
1484,73,0.0720,1058.5,1175.8,0.250,True,0
1522,75,0.0622,703.7,1256.3,0.250,True,0
1566,78,0.0942,387.3,952.8,0.250,True,0
1671,79,0.0936,1052.9,1312.6,0.250,True,0
1798,81,0.1206,698.8,1327.6,0.250,True,0
1840,83,0.1437,719.0,1118.7,0.250,True,0
1877,84,0.1115,373.6,946.3,0.250,True,0
1914,86,0.0777,1168.5,1260.9,0.250,True,0
1952,88,0.0914,648.4,1205.9,0.250,True,0
1992,89,0.0361,1352.3,426.6,0.250,True,0
2037,92,0.1149,1547.3,664.3,0.250,True,0
2085,94,0.1473,1415.8,738.2,0.250,True,0
2130,96,0.0683,1545.5,896.5,0.250,True,0
2178,98,0.1139,1447.5,1008.0,0.250,True,0
2229,102,0.0879,991.9,1201.5,0.250,True,0
