frame,track,score,x,y
3,6,0.1088,1244.7,8.1,0.250,True,0
4,6,0.1073,1244.5,10.8,0.250,True,0
5,6,0.0678,1244.6,10.2,0.250,True,0
6,19,0.0479,1104.8,6.5,0.250,True,0
7,19,0.0375,1105.1,7.4,0.250,True,0
8,24,0.0103,832.8,106.3,0.250,True,0
9,31,0.0187,1994.0,623.5,0.250,True,0
10,31,0.0371,1994.5,623.3,0.250,True,0
11,17,0.0005,-27929.4,585323.6,0.250,True,0
12,45,0.0083,1129.3,-43.9,0.250,True,0
13,48,0.0351,1131.6,32.3,0.250,True,0
14,46,0.0178,1109.7,3.3,0.250,True,0
15,64,0.0479,1090.2,106.3,0.250,True,0
16,64,0.0368,1090.6,106.9,0.250,True,0
18,78,0.0570,1213.6,218.6,0.250,True,0
