frame,track,x,y,vx,vy,speed,state,cov
196,0,895.0,38.0,0.00,0.00,0.00,0,12.01
196,1,994.0,50.0,0.00,0.00,0.00,0,12.01
196,2,1214.0,94.0,0.00,0.00,0.00,0,12.01
196,3,1185.0,280.0,0.00,0.00,0.00,0,12.01
197,0,895.0,38.0,0.00,0.00,0.00,0,14.04
197,1,994.0,50.0,0.00,0.00,0.00,0,14.04
197,2,1214.0,94.0,0.00,0.00,0.00,0,14.04
197,3,1185.0,280.0,0.00,0.00,0.00,0,14.04
197,4,1084.0,126.0,0.00,0.00,0.00,0,12.01
197,5,1125.0,149.0,0.00,0.00,0.00,0,12.01
197,6,1127.0,163.0,0.00,0.00,0.00,0,12.01
197,7,964.0,187.0,0.00,0.00,0.00,0,12.01
197,8,964.0,201.0,0.00,0.00,0.00,0,12.01
197,9,1092.0,386.0,0.00,0.00,0.00,0,12.01
197,10,1546.0,816.0,0.00,0.00,0.00,0,12.01
197,11,1557.0,817.0,0.00,0.00,0.00,0,12.01
198,0,895.0,38.0,0.00,0.00,0.00,0,16.09
198,1,994.0,50.0,0.00,0.00,0.00,0,16.09
198,2,1214.0,94.0,0.00,0.00,0.00,0,16.09
198,3,1185.0,280.0,0.00,0.00,0.00,0,16.09
200,0,895.0,38.0,0.00,0.00,0.00,0,19.98
200,1,994.0,50.0,0.00,0.00,0.00,0,19.98
200,2,1214.0,94.0,0.00,0.00,0.00,0,19.98
200,3,1185.0,280.0,0.00,0.00,0.00,0,19.98
