frame,time,vision_latency_ms,pipeline_latency_ms,ndet,ntrack,temp,cooldown
24,1772672321.6779637,19.743804998142878, 0.21657800243701786,0,0,27.8,0.0
25,1772672321.7067873,19.046784000238404, 0.20795499949599616,0,0,27.8,0.0
26,1772672321.7367854,19.567164999898523, 0.2124009988619946,0,0,27.8,0.0
27,1772672321.767096,20.236617998307338, 0.25565200121491216,0,0,27.8,0.0
28,1772672321.7978454,20.886360998702003, 0.2156429982278496,0,0,27.8,0.0
29,1772672321.8251028,18.544693000876578, 0.22800299848313443,0,0,27.8,0.0
30,1772672321.856425,20.566735001921188, 0.2088510009343736,0,0,27.8,0.0
31,1772672321.8827233,18.482973999198293, 0.2113659975293558,0,0,27.8,0.0
32,1772672321.9148057,20.08224299788708, 0.21280099826981314,0,0,27.8,0.0
33,1772672321.9458146,20.276151000871323, 0.214095001865644,0,0,27.8,0.0
34,1772672321.971214,17.87070499995025, 0.21344299966585822,0,0,27.8,0.0
35,1772672322.0049305,20.408164000400575, 0.20811099966522306,0,0,27.8,0.0
36,1772672322.035171,20.24610499938717, 0.23443000100087374,0,0,27.8,0.0
37,1772672322.0618103,18.245115999889094, 0.2109970009769313,0,0,27.8,0.0
38,1772672322.0939581,19.8862539982656, 0.21602299966616556,0,0,27.8,0.0
39,1772672322.122936,19.448014001682168, 0.20968299941159785,0,0,27.8,0.0
40,1772672322.1529047,19.154296001943294, 0.206895998417167,0,0,27.8,0.0
41,1772672322.1827168,20.100703000935027, 0.2103079968946986,0,0,27.8,0.0
42,1772672322.2097182,18.907006000517868, 0.21319799998309463,0,0,27.8,0.0
43,1772672322.2430027,20.298612002079608, 0.22542199803865515,0,0,27.8,0.0
44,1772672322.272257,19.766637997236103, 0.2303159999428317,0,0,27.8,0.0
45,1772672322.3033361,20.965150997653836, 0.20464200133574195,0,0,27.8,0.0
46,1772672322.3311477,19.067930999881355, 0.22413400074583478,0,0,27.8,0.0
47,1772672322.3607616,19.336164001288125, 0.2218510016973596,0,0,27.8,0.0
48,1772672322.3907373,19.556436000129906, 0.2100670026266016,0,0,27.8,0.0
49,1772672322.4197083,19.805740001174854, 0.21110599845997058,0,0,27.8,0.0
50,1772672322.4499567,19.662980001157848, 0.21932600066065788,0,0,27.8,0.0
51,1772672322.4802334,19.99231399895507, 0.23130199770093895,0,0,27.8,0.0
52,1772672322.5083861,19.37017999807722, 0.22379099755198695,0,0,27.8,0.0
53,1772672322.5389814,19.487230998493033, 0.2238870001747273,0,0,27.8,0.0
54,1772672322.5688398,19.265214999904856, 0.21186700178077444,0,0,27.8,0.0
55,1772672322.6023898,20.82019199951901, 0.23034199693938717,0,0,27.8,0.0
56,1772672322.6641762,22.748071001842618, 0.33029000042006373,0,0,27.8,0.0
57,1772672322.6852806,17.914166000991827, 0.23621099899173714,0,0,27.8,0.0
58,1772672322.7191076,19.691661997057963, 0.24043599842116237,0,0,27.8,0.0
59,1772672322.7467613,18.79116499912925, 0.2021489999606274,0,0,27.8,0.0
60,1772672322.7761157,20.073191000847146, 0.2202279974881094,0,0,27.8,0.0
61,1772672322.8042965,18.919066002126783, 0.22546100080944598,0,0,27.8,0.0
62,1772672322.8370235,19.893172997399233, 0.24054100140347145,0,0,27.8,0.0
63,1772672322.8677359,20.811629998206627, 0.20793899966520257,0,0,27.8,0.0
64,1772672322.8933504,18.177542002376867, 0.24981800015666522,0,0,27.8,0.0
65,1772672322.9268749,21.20162799837999, 0.2220229980594013,0,0,27.8,0.0
66,1772672322.9554758,19.56468299977132, 0.2192289975937456,0,0,27.8,0.0
67,1772672322.9835417,19.164593999448698, 0.20245199993951246,0,0,27.8,0.0
68,1772672323.015814,19.287848997919355, 0.20500499886111356,0,0,27.8,0.0
69,1772672323.042975,18.515306001063436, 0.21505900076590478,0,0,27.8,0.0
70,1772672323.0742757,20.015523998154094, 0.2577150007709861,0,0,27.8,0.0
71,1772672323.1038198,19.929101999878185, 0.20345600205473602,0,0,27.8,0.0
72,1772672323.135696,22.06561299681198, 0.24638200193294324,0,0,27.8,0.0
73,1772672323.1622713,18.636835997313028, 0.20465399938984774,0,0,27.8,0.0
74,1772672323.1932423,19.65352899787831, 0.22009399981470779,0,0,27.8,0.0
75,1772672323.2250187,21.67218199974741, 0.24658499751240015,0,0,27.8,0.0
76,1772672323.247705,16.91408500118996, 0.2206169992859941,0,0,27.8,0.0
77,1772672323.2829318,20.897730999422492, 0.2184530021622777,0,0,27.8,0.0
78,1772672323.3146992,21.316685000783764, 0.20441500237211585,0,0,27.8,0.0
79,1772672323.3361988,16.177763001905987, 0.23113099814509042,0,0,27.8,0.0
80,1772672323.3723364,20.75093100211234, 0.25028899835888296,0,0,27.8,0.0
81,1772672323.4018643,20.18732299984549, 0.2240210014861077,0,0,27.8,0.0
82,1772672323.4306142,19.794361000094796, 0.20116700034122914,0,0,27.8,0.0
83,1772672323.457228,18.542568999691866, 0.219628000195371,0,0,27.8,0.0
84,1772672323.4910553,20.43855000010808, 0.23035499907564372,0,0,27.8,0.0
85,1772672323.5167112,18.422888002533, 0.2064299987978302,0,0,27.8,0.0
86,1772672323.549766,19.97189900066587, 0.20603200027835555,0,0,27.8,0.0
87,1772672323.5787587,19.489045000227634, 0.20346100063761696,0,0,27.8,0.0
88,1772672323.6097949,19.417943000007654, 0.20531200061668642,0,0,27.8,0.0
89,1772672323.6347325,17.703759000141872, 0.2026170004683081,0,0,27.8,0.0
90,1772672323.6674163,20.55376700081979, 0.21741700038546696,0,0,27.8,0.0
91,1772672323.697599,19.419103999098297, 0.21249099881970324,0,0,27.8,0.0
92,1772672323.7284043,20.088076998945326, 0.2159489995392505,0,0,27.8,0.0
93,1772672323.758928,20.894028999464354, 0.24220200066338293,0,0,27.8,0.0
94,1772672323.7856112,18.439149996993365, 0.20089399913558736,0,0,27.8,0.0
95,1772672323.817421,20.20597400041879, 0.21479700080817565,0,0,27.8,0.0
96,1772672323.8465817,19.34119100042153, 0.2015270001720637,0,0,27.8,0.0
97,1772672323.8767493,19.635590000689263, 0.20129499898757786,0,0,27.8,0.0
98,1772672323.9051003,18.208971003332408, 0.22171800083015114,0,0,27.8,0.0
99,1772672323.9349291,19.363134997547604, 0.21344899869291112,0,0,27.8,0.0
100,1772672323.967182,20.94606299942825, 0.2384690014878288,0,0,27.8,0.0
101,1772672323.9908776,17.24505399761256, 0.20399999993969686,0,0,27.8,0.0
102,1772672324.0257394,20.905319001030875, 0.21575899882009253,0,0,27.8,0.0
103,1772672324.0544357,19.792502997006522, 0.20919600137858652,0,0,27.8,0.0
104,1772672324.0835927,19.529963999957545, 0.20744399807881564,0,0,27.8,0.0
105,1772672324.114099,19.846053997753188, 0.24300700169987977,0,0,27.8,0.0
106,1772672324.1438603,19.511900001816684, 0.20755599689437076,0,0,27.8,0.0
107,1772672324.1735892,19.695957998919766, 0.20358300025691278,0,0,27.8,0.0
108,1772672324.2028124,18.79236199965817, 0.20220100122969598,0,0,27.8,0.0
109,1772672324.232747,19.86991200101329, 0.22988399723544717,0,0,27.8,0.0
110,1772672324.2591357,18.34139899801812, 0.227063999773236,0,0,27.8,0.0
111,1772672324.293203,20.94469399889931, 0.41643700023996644,0,0,27.8,0.0
112,1772672324.321793,19.81034200071008, 0.232785998377949,0,0,27.8,0.0
113,1772672324.3515458,20.28466999763623, 0.19851099932566285,0,0,27.8,0.0
114,1772672324.4039109,23.09123200029717, 0.23856299958424643,0,0,27.8,0.0
115,1772672324.4208817,15.157984998950269, 0.21491200095624663,0,0,27.8,0.0
116,1772672324.4342172,11.61373400100274, 0.19262500063632615,0,0,27.8,0.0
117,1772672324.468614,20.253717000741744, 0.20398899869178422,0,0,27.8,0.0
118,1772672324.5003786,19.176732002961216, 0.20036299974890426,0,0,27.8,0.0
119,1772672324.5297687,19.518832999892766, 0.2385359985055402,0,0,27.8,0.0
120,1772672324.5599413,20.25888199932524, 0.2122289988619741,0,0,27.8,0.0
121,1772672324.5872788,19.163706001563696, 0.23115799922379665,0,0,27.8,0.0
122,1772672324.618578,19.46206700085895, 0.2088879991788417,0,0,27.8,0.0
123,1772672324.6491027,19.96799100015778, 0.22992400045040995,0,0,27.8,0.0
124,1772672324.6783662,20.045950997882755, 0.21758699949714355,0,0,27.8,0.0
125,1772672324.7052047,18.48112700099591, 0.20289699750719592,0,0,27.8,0.0
126,1772672324.7369857,20.032357002492063, 0.22176000129547901,0,0,27.8,0.0
127,1772672324.7677548,20.004966001579305, 0.22160899970913306,0,0,27.8,0.0
128,1772672324.797676,18.96140000098967, 0.23730700195301324,0,0,27.8,0.0
129,1772672324.8273187,19.97512800153345, 0.24249600028269924,0,0,27.8,0.0
130,1772672324.8526714,17.81758800279931, 0.20266100182197988,0,0,27.8,0.0
131,1772672324.8874867,20.733337001729524, 0.20372800281620584,0,0,27.8,0.0
132,1772672324.9164023,19.945320000260836, 0.2106810024997685,0,0,27.8,0.0
133,1772672324.9461927,19.598480001150165, 0.24653800210217014,0,0,27.8,0.0
134,1772672324.9758558,19.80901099886978, 0.21087600180180743,0,0,27.8,0.0
135,1772672325.0040681,19.02640900152619, 0.21502399977180175,0,0,27.8,0.0
136,1772672325.03528,19.97511900117388, 0.2287479983351659,0,0,27.8,0.0
137,1772672325.064571,19.60401800170075, 0.20159699852229096,0,0,27.8,0.0
138,1772672325.094133,19.01317400188418, 0.2331950017833151,0,0,27.8,0.0
139,1772672325.1231792,19.226104999688687, 0.22178099970915355,0,0,27.8,0.0
140,1772672325.1547723,21.054731001640903, 0.2490699989721179,0,0,27.8,0.0
141,1772672325.1844027,21.21755000189296, 0.21320299856597558,0,0,27.8,0.0
142,1772672325.2130716,20.137250001425855, 0.21792999905301258,0,0,27.8,0.0
143,1772672325.2422707,19.471648000035202, 0.22305699894786812,0,0,27.8,0.0
144,1772672325.2723415,19.765795001148945, 0.20697199943242595,0,0,27.8,0.0
145,1772672325.3041625,21.044024997536326, 0.22029999672668055,0,0,27.8,0.0
146,1772672325.3305948,18.404013997496804, 0.22211699979379773,0,0,27.8,0.0
147,1772672325.3627217,20.387225999002112, 0.21577000006800517,0,0,27.8,0.0
148,1772672325.3912,18.332345996896038, 0.20576899987645447,0,0,27.8,0.0
149,1772672325.4205492,19.19145200008643, 0.23538800087408163,0,0,27.8,0.0
150,1772672325.4509017,19.935480999265565, 0.20565100203384645,0,0,27.8,0.0
151,1772672325.4783795,19.320245999551844, 0.20721500186482444,0,0,27.8,0.0
152,1772672325.5093133,20.26541799932602, 0.2321030005987268,0,0,27.8,0.0
153,1772672325.5401514,19.922159000998363, 0.2332559997739736,0,0,27.8,0.0
154,1772672325.5702145,19.768562000535894, 0.22610099767916836,0,0,27.8,0.0
155,1772672325.5999851,20.038160000694916, 0.21512099920073524,0,0,27.8,0.0
156,1772672325.62918,19.396288000280038, 0.22422099937102757,0,0,27.8,0.0
157,1772672325.6589172,19.702010999026243, 0.21150699831196107,0,0,27.8,0.0
158,1772672325.688686,19.068178000452463, 0.2034800018009264,0,0,27.8,0.0
159,1772672325.7147582,17.94768099716748, 0.2031799995165784,0,0,27.8,0.0
160,1772672325.7493117,20.739204999699723, 0.24360099996556528,0,0,27.8,0.0
161,1772672325.7783456,19.799996000074316, 0.2685860017663799,0,0,27.8,0.0
162,1772672325.8073616,19.532760998117737, 0.2038529964920599,0,0,27.8,0.0
163,1772672325.8369997,19.51969400033704, 0.22710600023856387,0,0,27.8,0.0
164,1772672325.866933,19.999500997073483, 0.2101499994751066,0,0,27.8,0.0
165,1772672325.894061,19.039444996451493, 0.22537699987879023,0,0,27.8,0.0
166,1772672325.9248176,19.637665998743614, 0.20913000116706826,0,0,27.8,0.0
167,1772672325.9573607,20.29013500214205, 0.26165899907937273,0,0,27.8,0.0
168,1772672325.9860873,19.057449000683846, 0.2286060007463675,0,0,27.8,0.0
169,1772672326.0141878,18.89528399988194, 0.23943700216477737,0,0,27.8,0.0
170,1772672326.046101,20.20054400054505, 0.2286080016347114,0,0,27.8,0.0
171,1772672326.0738244,19.15856399864424, 0.2130879984179046,0,0,27.8,0.0
172,1772672326.1058564,20.471102998271817, 0.21039399871369824,0,0,27.8,0.0
173,1772672326.1334064,19.000386997504393, 0.23323099958361126,0,0,27.8,0.0
174,1772672326.1641579,19.59883000017726, 0.24586500148870982,0,0,27.8,0.0
175,1772672326.19437,19.956565000029514, 0.23529700047220103,0,0,27.8,0.0
176,1772672326.224425,20.2024279969919, 0.22115699903224595,0,0,27.8,0.0
177,1772672326.2490354,17.413241999747697, 0.22522800281876698,0,0,27.8,0.0
178,1772672326.2831862,19.591986001614714, 0.2138679992640391,0,0,27.8,0.0
179,1772672326.3151076,21.657626999513013, 0.22441900000558235,0,0,27.8,0.0
180,1772672326.3378036,16.673049998644274, 0.22854200142319314,0,0,27.8,0.0
181,1772672326.3727846,20.650898997701006, 0.27192199922865257,0,0,27.8,0.0
182,1772672326.4019594,20.463224998820806, 0.21439400006784126,0,0,27.8,0.0
183,1772672326.4286923,18.81506899735541, 0.20084499919903465,0,0,27.8,0.0
184,1772672326.4613073,20.171340001979843, 0.20922099793097004,0,0,27.8,0.0
185,1772672326.4901342,19.635643999208696, 0.21368399757193401,0,0,27.8,0.0
186,1772672326.5200355,19.864855999912834, 0.23599600172019564,0,0,27.8,0.0
187,1772672326.5499308,20.111354999244213, 0.20424499962246045,0,0,27.8,0.0
188,1772672326.5793335,18.61925100092776, 0.21491299776243977,0,0,27.8,0.0
189,1772672326.6085796,19.534528997610323, 0.21581399778369814,0,0,27.8,0.0
190,1772672326.6391604,19.70459100266453, 0.2283829999214504,0,0,27.8,0.0
191,1772672326.6690876,19.72098099940922, 0.23935699937283061,0,0,27.8,0.0
192,1772672326.6991735,19.87874299811665, 0.23708499793428928,0,0,27.8,0.0
193,1772672326.7291965,20.222663999447832, 0.21123899932717904,0,0,27.8,0.0
194,1772672326.757279,19.30250500299735, 0.2215589993284084,0,0,27.8,0.0
195,1772672326.7882376,19.991563000075985, 0.2078180004900787,0,0,27.8,0.0
196,1772672326.8177354,19.2883140007325, 0.20924399723298848,0,0,27.8,0.0
197,1772672326.847922,20.08817000023555, 0.200679998670239,0,0,27.8,0.0
198,1772672326.8733442,17.202539998834254, 0.24079200011328794,0,0,27.8,0.0
199,1772672326.9069908,20.973127000615932, 0.20953100101905875,0,0,27.8,0.0
200,1772672326.9360497,19.49310900090495, 0.22558799901162274,0,0,27.8,0.0
201,1772672326.9680345,20.906395999190863, 0.21498299975064583,0,0,27.8,0.0
202,1772672326.9948072,18.937005999760004, 0.20412599769770168,0,0,27.8,0.0
203,1772672327.0238001,19.358113000635058, 0.2151870030502323,0,0,27.8,0.0
204,1772672327.0552318,19.89135000258102, 0.20004699763376266,0,0,27.8,0.0
205,1772672327.085189,19.84549199914909, 0.20908800070174038,0,0,27.8,0.0
206,1772672327.114995,19.38668400180177, 0.23135700030252337,0,0,27.8,0.0
207,1772672327.1450224,20.12510899658082, 0.22522600193042308,0,0,27.8,0.0
208,1772672327.1729436,17.85285099686007, 0.2013829980569426,0,0,27.8,0.0
209,1772672327.2039611,20.24490300027537, 0.21184299839660525,0,0,27.8,0.0
210,1772672327.2305796,18.343947998801013, 0.20265399871277623,0,0,27.8,0.0
211,1772672327.2630923,20.26319600190618, 0.24229300106526352,0,0,27.8,0.0
212,1772672327.2936978,20.243113998731133, 0.35871900035999715,0,0,27.8,0.0
213,1772672327.3219779,19.218650999391684, 0.2172880012949463,0,0,27.8,0.0
214,1772672327.3519087,19.58888200169895, 0.19973300004494376,0,0,27.8,0.0
215,1772672327.3827038,20.081708000361687, 0.21038200065959245,0,0,27.8,0.0
216,1772672327.4119728,19.492365998303285, 0.21451499924296513,0,0,27.8,0.0
217,1772672327.441829,19.853509998938534, 0.21115199706400745,0,0,27.8,0.0
218,1772672327.4708953,18.45577999847592, 0.1992129982681945,0,0,27.8,0.0
219,1772672327.500182,19.817950000287965, 0.24284500250359997,0,0,27.8,0.0
220,1772672327.5279293,18.70416000019759, 0.2296779966854956,0,0,27.8,0.0
221,1772672327.5599067,20.181412000965793, 0.21047699920018204,0,0,27.8,0.0
222,1772672327.589997,19.580522999604, 0.22132300000521354,0,0,27.8,0.0
223,1772672327.6203926,19.86424899951089, 0.21390600159065798,0,0,27.8,0.0
224,1772672327.6504047,20.49856800294947, 0.20824599778279662,0,0,27.8,0.0
225,1772672327.6758304,18.07240700145485, 0.20617300106096081,0,0,27.8,0.0
226,1772672327.7099345,20.3459020012815, 0.20153800141997635,0,0,27.8,0.0
227,1772672327.7388754,19.801665002887603, 0.20280199896660633,0,0,27.8,0.0
228,1772672327.7676537,18.529683002270758, 0.20489500093390234,0,0,27.8,0.0
229,1772672327.7978435,19.878893999702996, 0.20622099691536278,0,0,27.8,0.0
230,1772672327.8280678,20.0981279995176, 0.2199769987782929,0,0,27.8,0.0
231,1772672327.8566961,19.227106000471395, 0.19995899856439792,0,0,27.8,0.0
232,1772672327.8867993,19.564895002986304, 0.20731800032081082,0,0,27.8,0.0
233,1772672327.9163637,19.107099000393646, 0.21915500110480934,0,0,27.8,0.0
234,1772672327.946761,19.97279600254842, 0.2052609997917898,0,0,27.8,0.0
235,1772672327.9758408,19.288502000563312, 0.2111409994540736,0,0,27.8,0.0
236,1772672328.0061538,19.635648997791577, 0.24236100216512568,0,0,27.8,0.0
237,1772672328.0361493,19.896999998309184, 0.2457449991197791,0,0,27.8,0.0
238,1772672328.0604677,16.621134000160964, 0.2001389984798152,0,0,27.8,0.0
239,1772672328.0964742,21.105095998791512, 0.2279660002386663,0,0,27.8,0.0
240,1772672328.1220825,18.5267400011071, 0.22243800049182028,0,0,27.8,0.0
241,1772672328.155447,19.963612001447473, 0.21847499738214538,0,0,27.8,0.0
242,1772672328.1838698,19.326323999848682, 0.20810199930565432,0,0,27.8,0.0
243,1772672328.2140298,19.741380001505604, 0.24030799977481365,0,0,27.8,0.0
244,1772672328.2438686,19.88454000093043, 0.20373799998196773,0,0,27.8,0.0
245,1772672328.2727323,19.20316999894567, 0.20210300135659054,0,0,27.8,0.0
246,1772672328.3035572,19.87302699853899, 0.2886479996959679,0,0,27.8,0.0
247,1772672328.3328269,19.80311299848836, 0.20276999930501916,0,0,27.8,0.0
248,1772672328.362114,18.593931999930646, 0.252989000728121,0,0,27.8,0.0
249,1772672328.3938496,21.127280000655446, 0.21437100076582283,0,0,27.8,0.0
250,1772672328.4212132,18.8264540011005, 0.21109799854457378,0,0,27.8,0.0
251,1772672328.4522347,20.174892000795808, 0.23245700140250847,0,0,27.8,0.0
252,1772672328.4817522,20.110596000449732, 0.20645399854402058,0,0,27.8,0.0
253,1772672328.5107245,19.162158998369705, 0.21257700063870288,0,0,27.8,0.0
254,1772672328.5413454,19.679110999277327, 0.2904959983425215,0,0,27.8,0.0
255,1772672328.5693145,19.390681001823395, 0.24538199795642868,0,0,27.8,0.0
256,1772672328.5991437,19.434747999184765, 0.25824699696386233,0,0,27.8,0.0
257,1772672328.6297271,20.0807370019902, 0.21156699949642643,0,0,27.8,0.0
258,1772672328.6588044,18.74980599677656, 0.20443500034161843,0,0,27.8,0.0
259,1772672328.6887171,19.257517997175455, 0.21427799947559834,0,0,27.8,0.0
260,1772672328.718989,19.86814699921524, 0.24001999918255024,0,0,27.8,0.0
261,1772672328.748698,20.03552899986971, 0.2199810005549807,0,0,27.8,0.0
262,1772672328.777989,19.19572800034075, 0.23632199736312032,0,0,27.8,0.0
263,1772672328.807927,19.369675999769242, 0.22528200133820064,0,0,27.8,0.0
264,1772672328.838747,20.461841002543224, 0.20260399833205156,0,0,27.8,0.0
265,1772672328.8629968,17.075185001885984, 0.2164309989893809,0,0,27.8,0.0
266,1772672328.897661,20.307146998675307, 0.22421500034397468,0,0,27.8,0.0
267,1772672328.9270246,19.410873999731848, 0.2500439986761194,0,0,27.8,0.0
268,1772672328.9568906,18.699257998378016, 0.21874799858778715,0,0,27.8,0.0
269,1772672328.9856484,19.195444998331368, 0.22040499970898964,0,0,27.8,0.0
270,1772672329.0158305,19.562519999453798, 0.20529299945337698,0,0,27.8,0.0
271,1772672329.0460095,19.54355500129168, 0.24292500165756792,0,0,27.8,0.0
272,1772672329.0765386,20.392029000504408, 0.20756999947479926,0,0,27.8,0.0
273,1772672329.1038716,18.775669999740785, 0.22607000209973194,0,0,27.8,0.0
274,1772672329.1352243,19.999163003376452, 0.2866120012186002,0,0,27.8,0.0
275,1772672329.1657872,20.581939999829046, 0.20382200091262348,0,0,27.8,0.0
276,1772672329.1945512,19.21056100036367, 0.20676400163210928,0,0,27.8,0.0
277,1772672329.2236147,19.1554239972902, 0.2033199998550117,0,0,27.8,0.0
278,1772672329.2543154,19.20866299769841, 0.24836800002958626,0,0,27.8,0.0
279,1772672329.2834377,19.853360998240532, 0.197512999875471,0,0,27.8,0.0
280,1772672329.3140295,21.842643000127282, 0.2406230014457833,0,0,27.8,0.0
281,1772672329.3392353,17.64639700195403, 0.23028499708743766,0,0,27.8,0.0
282,1772672329.3731923,20.44155100156786, 0.2957210017484613,0,0,27.8,0.0
283,1772672329.4020386,19.889223000063794, 0.23099200188880786,0,0,27.8,0.0
284,1772672329.4314432,19.652831000712467, 0.20923500051139854,0,0,27.8,0.0
285,1772672329.4619145,19.969872999354266, 0.23264900301001035,0,0,27.8,0.0
286,1772672329.4907732,19.502428000123473, 0.20318699898780324,0,0,27.8,0.0
287,1772672329.5208724,20.008735998999327, 0.22675299987895414,0,0,27.8,0.0
288,1772672329.5510795,19.105477000266546, 0.2362260020163376,0,0,27.8,0.0
289,1772672329.5805368,19.548897998902248, 0.2603530010674149,0,0,27.8,0.0
290,1772672329.6108582,20.269739998184377, 0.23059500017552637,0,0,27.8,0.0
291,1772672329.640609,20.537684998998884, 0.20633199892472476,0,0,27.8,0.0
292,1772672329.6687784,19.20993599924259, 0.20267100262572058,0,0,27.8,0.0
293,1772672329.699725,19.43302799918456, 0.2021549989876803,0,0,27.8,0.0
294,1772672329.7293959,19.91129900125088, 0.21926200133748353,0,0,27.8,0.0
295,1772672329.7593992,19.80027899844572, 0.21190099869272672,0,0,27.8,0.0
296,1772672329.7897894,20.226969998475397, 0.20816399774048477,0,0,27.8,0.0
297,1772672329.817363,18.71341700098128, 0.21181700140004978,0,0,27.8,0.0
298,1772672329.84801,18.985548998898594, 0.22144899776321836,0,0,27.8,0.0
299,1772672329.8776243,19.624329997895984, 0.20531699919956736,0,0,27.8,0.0
300,1772672329.906787,19.25932499943883, 0.21693799862987362,0,0,27.8,0.0
301,1772672329.9367852,19.746110003325157, 0.2245110008516349,0,0,27.8,0.0
302,1772672329.9643958,19.063622999965446, 0.24182700144592673,0,0,27.8,0.0
303,1772672329.9968934,20.31190499837976, 0.2131200017174706,0,0,27.8,0.0
304,1772672330.0262976,19.906407997041242, 0.20809100169572048,0,0,27.8,0.0
305,1772672330.0557468,19.663611998112174, 0.2417330033495091,0,0,27.8,0.0
306,1772672330.085902,19.939116002205992, 0.2148020030290354,0,0,27.8,0.0
307,1772672330.1150954,19.770104001509026, 0.5435400016722269,1,1,27.8,0.0
308,1772672330.1452842,18.864005000068573, 0.6380929989973083,2,2,27.8,0.0
309,1772672332.4939353,19.862183999066474, 2319.465617998503,3,1,27.8,0.0
310,1772672334.8153617,21.95938200020464, 2295.037225001579,2,3,27.8,0.0
311,1772672334.8425333,23.1244990027335, 0.7861839985707775,0,3,27.8,0.0
312,1772672334.8652396,16.291666997858556, 0.7634829999005888,0,3,27.8,0.0
313,1772672334.897615,19.478345002426067, 0.6843929986644071,0,2,27.8,0.0
314,1772672334.9271584,18.700876000366407, 0.25041600019903854,0,0,27.8,0.0
315,1772672334.9561129,18.29578600154491, 0.235985000472283,0,0,27.8,0.0
316,1772672334.9865227,19.454597000731155, 0.23514799977419898,0,0,27.8,0.0
317,1772672335.0136733,18.092621001414955, 0.2043189997493755,0,0,27.8,0.0
318,1772672335.0451589,19.000278996827547, 0.24196400045184419,0,0,27.8,0.0
319,1772672335.0761175,19.60108200000832, 0.22842500038677827,0,0,27.8,0.0
320,1772672335.1056077,18.488115001673577, 0.21417300013126805,0,0,27.8,0.0
321,1772672335.1338735,18.344697000429733, 0.21375900178099982,0,0,27.8,0.0
322,1772672335.1660023,20.17359000092256, 0.23822100047254935,0,0,27.8,0.0
323,1772672335.1921449,17.418766001355834, 0.2335520002816338,0,0,27.8,0.0
324,1772672335.2248147,20.288122999772895, 0.21251200087135658,0,0,27.8,0.0
325,1772672335.2533686,18.729335999523755, 0.2278460015077144,0,0,27.8,0.0
326,1772672335.2840648,19.74595799765666, 0.22173099932842888,0,0,27.8,0.0
327,1772672335.3133755,18.102120000548894, 0.2122530022461433,0,0,27.8,0.0
328,1772672335.3423145,18.446029996994184, 0.21031100186519325,0,0,27.8,0.0
329,1772672335.37282,19.30211299986695, 0.23957600205903873,0,0,27.8,0.0
330,1772672335.4017518,18.735473000560887, 0.2081300008285325,0,0,27.8,0.0
331,1772672335.4315095,18.530065997765632, 0.2129320018866565,0,0,27.8,0.0
332,1772672335.461637,18.999456999154063, 0.20974200015189126,0,0,27.8,0.0
333,1772672335.4907148,18.78614000088419, 0.20869400032097474,0,0,27.8,0.0
334,1772672335.5207212,18.692687997827306, 0.22491499839816242,0,0,27.8,0.0
335,1772672335.5512245,19.26184799958719, 0.249712000368163,0,0,27.8,0.0
336,1772672335.5808012,19.398377000470646, 0.22439000167651102,0,0,27.8,0.0
337,1772672335.6100414,18.791372000123374, 0.2613180004118476,0,0,27.8,0.0
338,1772672335.6406405,19.303904999105725, 0.23341899941442534,0,0,27.8,0.0
339,1772672335.6697514,18.973353999172105, 0.21702300000470132,0,0,27.8,0.0
340,1772672335.6990805,18.964883998705773, 0.22978400011197664,0,0,27.8,0.0
