frame,time,detections,tracks,latency_ms,max_speed
61,1769118019.3235102,2,5,13.708199956454337,0.06681594252586365
62,1769118019.3539515,2,6,12.064900016412139,0.25530335307121277
63,1769118019.3839536,1,6,11.053800000809133,0.4350738823413849
64,1769118019.4156172,1,6,10.94319997355342,0.4350738823413849
65,1769118019.4467747,1,6,11.492499965243042,0.4350738823413849
66,1769118019.4787786,1,5,11.6779999807477,0.4350738823413849
67,1769118019.5072997,0,4,9.895000024698675,0.4350738823413849
68,1769118019.5381234,0,3,10.149399982765317,0.4350738823413849
69,1769118019.5701258,0,2,10.332899983040988,0.02988099679350853
70,1769118019.6006544,0,1,10.352600016631186,0.02988099679350853
71,1769118019.6316597,0,1,9.778899955563247,0.02988099679350853
72,1769118019.6546543,0,0,9.190600016154349,0.0
73,1769118019.6836557,0,0,9.908500011079013,0.0
74,1769118019.7111924,0,0,9.069700026884675,0.0
75,1769118019.7404556,0,0,8.916999911889434,0.0
76,1769118019.7671065,0,0,9.306399966590106,0.0
77,1769118019.7971177,0,0,9.873799979686737,0.0
78,1769118019.8247616,0,0,9.300999925471842,0.0
79,1769118019.8521018,0,0,8.87350004632026,0.0
80,1769118019.8839617,0,0,11.4322000881657,0.0
81,1769118019.9143062,0,0,10.493700043298304,0.0
82,1769118019.944793,0,0,9.230699972249568,0.0
83,1769118019.9660141,0,0,10.149799985811114,0.0
84,1769118019.9950407,0,0,9.745900053530931,0.0
85,1769118020.0226789,0,0,9.21099993865937,0.0
86,1769118020.050307,0,0,9.254299919120967,0.0
87,1769118020.0787742,0,0,9.226400055922568,0.0
88,1769118020.1063704,0,0,9.02310002129525,0.0
89,1769118020.1353745,0,0,9.57420002669096,0.0
90,1769118020.1636083,0,0,9.1787000419572,0.0
91,1769118020.190938,0,0,9.058899944648147,0.0
92,1769118020.2201874,0,0,9.93709999602288,0.0
93,1769118020.2485814,0,0,10.364799993112683,0.0
94,1769118020.2772906,0,0,9.376200032420456,0.0
95,1769118020.3038297,0,0,9.145400021225214,0.0
96,1769118020.3323927,0,0,9.168100077658892,0.0
97,1769118020.3615339,0,0,9.796499973163009,0.0
98,1769118020.3885481,0,0,9.066600003279746,0.0
99,1769118020.4164925,0,0,9.510600008070469,0.0
100,1769118020.4450784,0,0,9.439700050279498,0.0
101,1769118020.4754584,0,0,9.320700075477362,0.0
102,1769118020.504754,0,0,9.008700028061867,0.0
103,1769118020.5302262,0,0,9.976700064726174,0.0
104,1769118020.5599012,0,0,10.023600072599947,0.0
105,1769118020.5879686,0,0,10.210499982349575,0.0
106,1769118020.615568,0,0,9.360600030049682,0.0
107,1769118020.6439662,0,0,9.01130004785955,0.0
108,1769118020.671549,0,0,9.429499972611666,0.0
109,1769118020.7010999,0,0,9.938400005921721,0.0
110,1769118020.7304096,0,0,11.382400058209896,0.0
111,1769118020.7583644,0,0,10.2066999534145,0.0
112,1769118020.7870464,0,0,9.194300044327974,0.0
113,1769118020.8169937,0,0,9.652200038544834,0.0
114,1769118020.8404787,0,0,9.291299968026578,0.0
115,1769118020.8730311,0,0,14.04570008162409,0.0
116,1769118020.9012687,0,0,10.59950003400445,0.0
117,1769118020.9263217,0,0,8.94569989759475,0.0
118,1769118020.9549322,0,0,9.519799961708486,0.0
119,1769118020.9835,0,0,10.146299959160388,0.0
120,1769118021.0115192,0,0,10.270699975080788,0.0
121,1769118021.039434,0,0,9.04949998948723,0.0
122,1769118021.0674446,0,0,9.339100099168718,0.0
123,1769118021.0956864,0,0,9.60380001924932,0.0
124,1769118021.123202,0,0,9.283600025810301,0.0
125,1769118021.1527212,0,0,10.214500012807548,0.0
126,1769118021.1809542,0,0,10.048100026324391,0.0
127,1769118021.2077196,0,0,8.725800085812807,0.0
128,1769118021.2367609,0,0,9.26299998536706,0.0
129,1769118021.2643623,0,0,9.521299973130226,0.0
130,1769118021.2937284,0,0,10.04369999282062,0.0
131,1769118021.3218403,0,0,9.882200043648481,0.0
132,1769118021.3488398,0,0,9.036000003106892,0.0
133,1769118021.376454,0,0,9.010600042529404,0.0
134,1769118021.4052882,0,0,8.973399992100894,0.0
135,1769118021.434437,0,0,10.117900092154741,0.0
136,1769118021.4634397,0,0,9.780600084923208,0.0
137,1769118021.4899037,0,0,9.095699992030859,0.0
138,1769118021.5184193,0,0,9.061500080861151,0.0
139,1769118021.5479383,0,0,9.103599935770035,0.0
140,1769118021.5773878,0,0,10.931099997833371,0.0
141,1769118021.6053286,0,0,9.597599972039461,0.0
142,1769118021.6306398,0,0,8.489200030453503,0.0
143,1769118021.659651,0,0,8.561599999666214,0.0
144,1769118021.689661,0,0,8.67200002539903,0.0
145,1769118021.7171893,0,0,10.10600000154227,0.0
146,1769118021.7443178,0,0,9.256800054572523,0.0
147,1769118021.7730947,0,0,9.31619992479682,0.0
148,1769118021.8001022,0,0,8.750200038775802,0.0
149,1769118021.8302908,0,0,9.353099972940981,0.0
150,1769118021.8588355,0,0,10.39199996739626,0.0
151,1769118021.88843,0,0,10.909700067713857,0.0
152,1769118021.913946,0,0,9.114300017245114,0.0
153,1769118021.942911,0,0,10.066899936646223,0.0
154,1769118021.9705393,0,0,9.597099968232214,0.0
155,1769118022.0005555,0,0,9.288800065405667,0.0
156,1769118022.0320194,0,0,10.176599957048893,0.0
157,1769118022.0613456,0,0,8.9608000125736,0.0
158,1769118022.0840924,0,0,9.260199964046478,0.0
159,1769118022.1111448,0,0,8.957399986684322,0.0
160,1769118022.1414175,0,0,9.544499916955829,0.0
161,1769118022.1706984,0,0,9.11340001039207,0.0
162,1769118022.197053,0,0,9.558500023558736,0.0
163,1769118022.2246323,0,0,8.827899931930006,0.0
164,1769118022.2540376,0,0,9.930800064466894,0.0
165,1769118022.2822983,0,0,9.67639998998493,0.0
166,1769118022.3119273,0,0,9.072299930267036,0.0
167,1769118022.3395703,0,0,10.730599984526634,0.0
168,1769118022.3673012,0,0,9.893699898384511,0.0
169,1769118022.3968139,0,0,11.921599972993135,0.0
170,1769118022.4241164,0,0,9.757500025443733,0.0
171,1769118022.4511282,0,0,9.270799928344786,0.0
172,1769118022.4802408,0,0,10.276499902829528,0.0
173,1769118022.5086005,0,0,10.443600011058152,0.0
174,1769118022.5361536,0,0,9.44519997574389,0.0
175,1769118022.5650675,0,0,10.055400081910193,0.0
176,1769118022.592969,0,0,9.369399980641901,0.0
177,1769118022.6231296,0,0,9.563199942931533,0.0
178,1769118022.6502256,0,0,11.091200052760541,0.0
179,1769118022.6803193,0,0,10.589999961666763,0.0
180,1769118022.707625,0,0,9.671900072135031,0.0
181,1769118022.735362,0,0,9.742600028403103,0.0
182,1769118022.765042,0,0,10.243199998512864,0.0
183,1769118022.7923095,0,0,10.884899995289743,0.0
184,1769118022.8195872,0,0,9.810299961827695,0.0
185,1769118022.8487313,0,0,10.53870003670454,0.0
186,1769118022.8777783,0,0,10.196000104770064,0.0
187,1769118022.906084,0,0,9.64659999590367,0.0
188,1769118022.935377,0,0,9.138799970969558,0.0
189,1769118022.9607692,0,0,10.33119997009635,0.0
190,1769118022.9888277,0,0,10.508000035770237,0.0
191,1769118023.0161624,0,0,9.498500032350421,0.0
192,1769118023.0456543,0,0,9.488899959251285,0.0
193,1769118023.0766096,0,0,9.80669993441552,0.0
194,1769118023.1061168,0,0,9.578599943779409,0.0
195,1769118023.1292558,0,0,9.165500057861209,0.0
196,1769118023.1562576,0,0,9.367799968458712,0.0
197,1769118023.185258,0,0,9.272400056943297,0.0
198,1769118023.215348,0,0,9.684599936008453,0.0
199,1769118023.2426302,0,0,9.852200048044324,0.0
200,1769118023.2719305,0,0,11.030000052414834,0.0
201,1769118023.2977045,0,0,9.397099958732724,0.0
202,1769118023.3273919,0,0,9.782199980691075,0.0
203,1769118023.3536935,0,0,7.8832999570295215,0.0
204,1769118023.383638,0,0,9.497300023213029,0.0
205,1769118023.4123983,0,0,10.413800016976893,0.0
206,1769118023.440771,0,0,10.650199954397976,0.0
207,1769118023.467599,0,0,9.793799952603877,0.0
208,1769118023.4963007,0,0,9.719599969685078,0.0
209,1769118023.5265634,0,0,9.401799994520843,0.0
210,1769118023.552944,0,0,9.834000025875866,0.0
211,1769118023.58141,0,0,10.061100008897483,0.0
212,1769118023.609555,0,0,9.717200067825615,0.0
213,1769118023.636608,0,0,9.080099989660084,0.0
214,1769118023.6670756,0,0,9.776800055988133,0.0
215,1769118023.6941245,0,0,9.149800054728985,0.0
216,1769118023.721861,0,0,9.912700043059886,0.0
217,1769118023.7509174,0,0,9.592099930159748,0.0
218,1769118023.7781417,0,0,9.06289997510612,0.0
219,1769118023.8076727,0,0,9.131800034083426,0.0
220,1769118023.8343232,0,0,9.091799962334335,0.0
221,1769118023.8659105,0,0,11.8337000021711,0.0
222,1769118023.897487,0,0,10.034999926574528,0.0
223,1769118023.9231489,0,0,10.21580002270639,0.0
224,1769118023.9489996,0,0,10.514599969610572,0.0
225,1769118023.9776096,0,0,9.414799977093935,0.0
226,1769118024.0054502,0,0,9.649400017224252,0.0
227,1769118024.0339277,0,0,11.007799999788404,0.0
228,1769118024.060968,0,0,9.292400092817843,0.0
229,1769118024.0893872,0,0,9.345000027678907,0.0
230,1769118024.1181784,0,0,8.483799989335239,0.0
231,1769118024.145325,0,0,9.688999969512224,0.0
232,1769118024.1733246,0,0,9.170599980279803,0.0
233,1769118024.2016873,0,0,9.56509995739907,0.0
234,1769118024.2308238,0,0,9.590700035914779,0.0
235,1769118024.2595716,0,0,9.263399988412857,0.0
236,1769118024.2867117,0,0,9.80959995649755,0.0
237,1769118024.3152425,0,0,9.672300075180829,0.0
238,1769118024.3436234,0,0,9.927399922162294,0.0
239,1769118024.3718712,0,0,9.479600004851818,0.0
240,1769118024.4011319,0,0,9.441999951377511,0.0
241,1769118024.4281535,0,0,9.317300049588084,0.0
242,1769118024.4563608,0,0,9.857699973508716,0.0
243,1769118024.4849994,0,0,10.190200060606003,0.0
244,1769118024.5146284,0,0,10.601999936625361,0.0
245,1769118024.5407355,0,0,8.857899927534163,0.0
246,1769118024.5694923,0,0,9.18900000397116,0.0
247,1769118024.598038,0,0,10.167800006456673,0.0
248,1769118024.6279988,0,0,10.191999957896769,0.0
249,1769118024.6560636,0,0,11.051700101234019,0.0
250,1769118024.682261,0,0,8.964199922047555,0.0
251,1769118024.7122233,0,0,9.18749999254942,0.0
252,1769118024.7387547,0,0,9.695999906398356,0.0
253,1769118024.767265,0,0,10.056399973109365,0.0
254,1769118024.7967973,0,0,10.95220004208386,0.0
255,1769118024.8237524,0,0,9.447999997064471,0.0
256,1769118024.8542325,0,0,9.465000010095537,0.0
257,1769118024.8853133,0,0,9.59050003439188,0.0
258,1769118024.9152868,0,0,9.184199967421591,0.0
259,1769118024.9384928,0,0,11.744799907319248,0.0
260,1769118024.9668045,0,0,10.221699951216578,0.0
261,1769118024.9931657,0,0,9.170299977995455,0.0
262,1769118025.0213737,0,0,9.345999918878078,0.0
263,1769118025.0496664,0,0,9.36369993723929,0.0
264,1769118025.078198,0,0,10.256099980324507,0.0
265,1769118025.1052272,0,0,9.266200009733438,0.0
266,1769118025.134493,0,0,10.002700029872358,0.0
267,1769118025.1640098,0,0,9.044500067830086,0.0
268,1769118025.1909137,0,0,9.281600010581315,0.0
269,1769118025.2193563,0,0,10.361600085161626,0.0
270,1769118025.247175,0,0,9.301899932324886,0.0
271,1769118025.2751832,0,0,9.36499994713813,0.0
272,1769118025.305709,0,0,9.432599996216595,0.0
273,1769118025.3316963,0,0,9.792800061404705,0.0
274,1769118025.3616934,0,0,10.42190007865429,0.0
275,1769118025.3889418,0,0,9.786900016479194,0.0
276,1769118025.4161236,0,0,8.87769996188581,0.0
277,1769118025.445059,0,0,9.184099966660142,0.0
278,1769118025.4737933,0,0,10.12240001000464,0.0
279,1769118025.5019062,0,0,9.983800002373755,0.0
280,1769118025.5316489,0,0,11.125099961645901,0.0
281,1769118025.5587838,0,0,9.41399997100234,0.0
282,1769118025.588917,0,0,9.66460001654923,0.0
283,1769118025.6187496,0,0,9.466200019232929,0.0
284,1769118025.6430953,0,0,10.04809990990907,0.0
285,1769118025.6718507,0,0,9.599000099115074,0.0
286,1769118025.7008371,0,0,11.292599956505,0.0
287,1769118025.7278502,0,0,9.165800060145557,0.0
288,1769118025.7551084,0,0,8.724399958737195,0.0
289,1769118025.7845552,0,0,9.955199901014566,0.0
290,1769118025.8129165,0,0,9.851799928583205,0.0
291,1769118025.840253,0,0,8.977600024081767,0.0
292,1769118025.8700178,0,0,10.486499988473952,0.0
293,1769118025.899264,0,0,9.704200085252523,0.0
294,1769118025.9264085,0,0,10.707300039939582,0.0
295,1769118025.9545217,0,0,9.939399897120893,0.0
296,1769118025.9829347,0,0,10.737700038589537,0.0
297,1769118026.0110013,0,0,10.763099999167025,0.0
298,1769118026.0395265,0,0,9.251800016500056,0.0
299,1769118026.0673878,0,0,9.866700042039156,0.0
300,1769118026.097733,0,0,12.724500033073127,0.0
301,1769118026.1249793,0,0,10.227699996903539,0.0
302,1769118026.1514885,0,0,9.740599896758795,0.0
303,1769118026.1792622,0,0,9.54879994969815,0.0
304,1769118026.2080867,0,0,9.645399986766279,0.0
305,1769118026.2363935,0,0,9.83490003272891,0.0
306,1769118026.263641,0,0,9.57130000460893,0.0
307,1769118026.2922432,0,0,9.445499978028238,0.0
308,1769118026.3192513,0,0,9.155499981716275,0.0
309,1769118026.350418,0,0,9.445699979551136,0.0
310,1769118026.3808508,0,0,9.746699943207204,0.0
311,1769118026.41119,0,0,9.254900040104985,0.0
312,1769118026.4345694,0,0,10.436699958518147,0.0
313,1769118026.464206,0,0,11.334200040437281,0.0
314,1769118026.4921362,0,0,9.550100076012313,0.0
315,1769118026.5190496,0,0,8.959400001913309,0.0
316,1769118026.545645,0,0,9.36980010010302,0.0
317,1769118026.5752752,0,0,10.11650008149445,0.0
318,1769118026.6047378,0,0,10.003100032918155,0.0
319,1769118026.6346161,0,0,12.294200016185641,0.0
320,1769118026.6636145,0,0,11.470300029031932,0.0
321,1769118026.693297,0,0,10.23200002964586,0.0
322,1769118026.7248268,0,0,9.622900048270822,0.0
323,1769118026.7561772,0,0,10.185900027863681,0.0
324,1769118026.7877898,0,0,10.688199894502759,0.0
325,1769118026.8183396,1,1,10.371700045652688,0.0
326,1769118026.851602,2,2,11.871000053361058,0.24090829491615295
327,1769118026.8849208,2,3,15.148799982853234,0.36351799964904785
328,1769118026.9155507,2,4,15.450000064447522,0.4278307557106018
329,1769118026.9476392,2,5,15.098199946805835,0.4278307557106018
330,1769118026.9774837,2,6,13.357600080780685,0.4278307557106018
331,1769118027.0115428,1,6,14.858700102195144,0.49731889367103577
332,1769118027.041699,3,8,15.599600039422512,0.49731889367103577
333,1769118027.0726693,5,9,16.40409999527037,0.5158259868621826
334,1769118027.1019974,4,9,14.670199947431684,3.4896187782287598
335,1769118027.1331482,3,9,15.337100019678473,6.943577766418457
336,1769118027.1639926,4,8,14.601400005631149,6.943577766418457
337,1769118027.195372,2,8,14.893800020217896,10.752102851867676
338,1769118027.2261376,1,8,13.994500041007996,10.752102851867676
339,1769118027.2573488,1,7,14.277599984779954,10.752102851867676
340,1769118027.2875547,2,6,13.351899920962751,10.752102851867676
341,1769118027.3187008,1,5,12.812200002372265,10.752102851867676
342,1769118027.349727,0,4,12.508700019679964,10.752102851867676
343,1769118027.379854,0,3,12.447600020095706,0.5870684385299683
344,1769118027.4105594,0,2,11.149799916893244,0.5870684385299683
345,1769118027.4418094,0,2,11.317500029690564,0.5870684385299683
346,1769118027.472933,0,1,11.568999965675175,0.0
347,1769118027.5037796,0,0,10.475399903953075,0.0
348,1769118027.534297,0,0,9.93259996175766,0.0
349,1769118027.5507653,0,0,9.744300041347742,0.0
350,1769118027.5806115,0,0,9.730900055728853,0.0
351,1769118027.5997405,0,0,11.222200002521276,0.0
352,1769118027.6283987,0,0,9.490100084803998,0.0
353,1769118027.6589677,0,0,10.035800049081445,0.0
354,1769118027.688971,0,0,9.349699947051704,0.0
355,1769118027.7049823,0,0,9.922600002028048,0.0
356,1769118027.7344863,0,0,10.849099955521524,0.0
357,1769118027.762337,0,0,10.481400066055357,0.0
358,1769118027.7923992,0,0,12.474199989810586,0.0
359,1769118027.8209677,0,0,11.0319999512285,0.0
360,1769118027.8471444,0,0,10.030800011008978,0.0
361,1769118027.881225,0,0,12.76710000820458,0.0
362,1769118027.92033,0,0,20.758099970407784,0.0
363,1769118028.0078344,1,1,14.32710001245141,0.0
364,1769118028.036632,1,1,13.16870003938675,0.02988099679350853
365,1769118028.0662625,0,1,11.577599914744496,0.02988099679350853
366,1769118028.095394,0,1,10.616799932904541,0.02988099679350853
367,1769118028.1265798,0,1,10.849299957044423,0.02988099679350853
368,1769118028.158689,0,1,10.583300027064979,0.02988099679350853
369,1769118028.1916718,0,1,11.819800012744963,0.02988099679350853
370,1769118028.2206297,0,0,10.78889996279031,0.0
371,1769118028.2537074,0,0,11.697800015099347,0.0
372,1769118028.283519,0,0,10.804899968206882,0.0
373,1769118028.314386,0,0,11.73740008380264,0.0
374,1769118028.3444152,0,0,10.516699985601008,0.0
375,1769118028.3754156,0,0,10.90899994596839,0.0
376,1769118028.4079418,0,0,11.554699973203242,0.0
377,1769118028.4391515,0,0,11.202699970453978,0.0
378,1769118028.4688709,0,0,10.282899951562285,0.0
379,1769118028.489488,0,0,12.678199913352728,0.0
380,1769118028.5164888,0,0,10.116499965079129,0.0
381,1769118028.5469017,0,0,9.796699974685907,0.0
382,1769118028.577134,0,0,9.680700022727251,0.0
383,1769118028.5947504,0,0,11.08379999641329,0.0
384,1769118028.6254072,0,0,10.123100015334785,0.0
385,1769118028.6553996,0,0,9.204000001773238,0.0
386,1769118028.6713254,0,0,9.861200000159442,0.0
387,1769118028.7013955,0,0,9.239799925126135,0.0
388,1769118028.724263,0,0,9.93709999602288,0.0
389,1769118028.7526069,0,0,9.82310005929321,0.0
390,1769118028.7811341,0,0,9.686100063845515,0.0
391,1769118028.8074665,0,0,8.787100086919963,0.0
392,1769118028.8370907,0,0,9.775000042282045,0.0
393,1769118028.8656297,0,0,9.940700023435056,0.0
394,1769118028.893449,0,0,9.631499997340143,0.0
395,1769118028.9220042,0,0,9.728299919515848,0.0
396,1769118028.9510345,0,0,9.738299995660782,0.0
397,1769118028.9800737,1,1,10.303699993528426,0.0
398,1769118029.0087168,1,2,11.830699979327619,0.0
399,1769118029.0373971,2,3,11.587199987843633,0.35857194662094116
400,1769118029.0654025,2,4,11.578100034967065,0.36351799964904785
401,1769118029.09406,2,5,11.694699991494417,0.4864273965358734
402,1769118029.1246781,3,7,12.048200005665421,0.4864273965358734
403,1769118029.1551702,2,6,11.75230008084327,0.7349753379821777
404,1769118029.1861708,3,8,12.033800012432039,2.3459198474884033
405,1769118029.217845,1,7,11.101500014774501,2.3459198474884033
406,1769118029.248973,0,6,11.635400005616248,2.3459198474884033
407,1769118029.2779741,0,5,10.527600068598986,2.3459198474884033
408,1769118029.2951138,0,4,11.206499999389052,2.3459198474884033
409,1769118029.3256183,0,3,10.252400068566203,2.3459198474884033
410,1769118029.3566146,0,1,9.881800040602684,0.39302313327789307
411,1769118029.3726218,0,0,9.054800029844046,0.0
412,1769118029.401634,0,0,9.362000040709972,0.0
413,1769118029.4292114,0,0,8.642899920232594,0.0
414,1769118029.4582102,0,0,9.243500069715083,0.0
415,1769118029.4867015,0,0,9.598099975846708,0.0
416,1769118029.5152268,0,0,9.239399922080338,0.0
417,1769118029.5443907,0,0,8.87469993904233,0.0
418,1769118029.5713935,0,0,9.566600085236132,0.0
419,1769118029.600729,0,0,10.114199947565794,0.0
420,1769118029.6273801,0,0,9.470000048168004,0.0
421,1769118029.65638,0,0,8.93410004209727,0.0
422,1769118029.6843793,0,0,9.195099934004247,0.0
423,1769118029.7121136,0,0,8.9103999780491,0.0
424,1769118029.740171,0,0,8.805599994957447,0.0
425,1769118029.7683077,0,0,9.338500094600022,0.0
426,1769118029.7965903,0,0,9.103499935008585,0.0
427,1769118029.8259444,0,0,9.104800061322749,0.0
428,1769118029.8533468,0,0,9.150499943643808,0.0
429,1769118029.881942,0,0,9.17560001835227,0.0
430,1769118029.9104667,0,0,10.0349000422284,0.0
431,1769118029.9386601,0,0,9.666900034062564,0.0
432,1769118029.9681756,0,0,11.209700023755431,0.0
433,1769118029.9956439,0,0,9.186699986457825,0.0
434,1769118030.0251575,0,0,9.18589998036623,0.0
435,1769118030.0518136,0,0,9.63769992813468,0.0
436,1769118030.0798075,0,0,9.331400040537119,0.0
437,1769118030.1082299,0,0,9.924000012688339,0.0
438,1769118030.1363153,0,0,8.853500010445714,0.0
439,1769118030.1653159,0,0,8.79930006340146,0.0
440,1769118030.192316,0,0,8.945800014771521,0.0
441,1769118030.2204876,0,0,9.138599969446659,0.0
442,1769118030.2494874,0,0,10.116400080733001,0.0
443,1769118030.276965,0,0,9.137000073678792,0.0
444,1769118030.3079767,0,0,9.33130003977567,0.0
445,1769118030.3341734,0,0,9.73709998652339,0.0
446,1769118030.36169,0,0,9.30910010356456,0.0
447,1769118030.3897107,0,0,8.980900049209595,0.0
448,1769118030.419256,0,0,8.99030000437051,0.0
449,1769118030.4467373,0,0,9.20069997664541,0.0
450,1769118030.4747374,0,0,9.450900019146502,0.0
451,1769118030.5047495,0,0,11.267800000496209,0.0
452,1769118030.5325644,0,0,9.323700098320842,0.0
453,1769118030.5600219,0,0,9.237300022505224,0.0
454,1769118030.588115,0,0,9.327399893663824,0.0
455,1769118030.6166456,0,0,9.56509995739907,0.0
456,1769118030.6463494,0,0,11.21130003593862,0.0
457,1769118030.6713495,0,0,8.575099986046553,0.0
458,1769118030.7006958,0,0,9.026900050230324,0.0
459,1769118030.7292194,0,0,10.143699939362705,0.0
460,1769118030.757224,0,0,9.521099971607327,0.0
461,1769118030.7854009,0,0,9.274399955756962,0.0
462,1769118030.812987,0,0,8.529299986548722,0.0
463,1769118030.841985,0,0,8.995100040920079,0.0
464,1769118030.8726065,0,0,11.40990003477782,0.0
465,1769118030.9008484,0,0,9.811699972487986,0.0
466,1769118030.9277,0,0,9.718200075440109,0.0
467,1769118030.9547083,0,0,9.016299969516695,0.0
468,1769118030.9842863,0,0,10.121300001628697,0.0
469,1769118031.0142488,0,0,10.926700080744922,0.0
470,1769118031.0412488,0,0,9.960499941371381,0.0
471,1769118031.067557,0,0,8.970300084911287,0.0
472,1769118031.0966575,0,0,9.00960003491491,0.0
473,1769118031.1251788,1,1,10.481899953447282,0.0
474,1769118031.155179,2,2,11.389799998141825,0.08964298665523529
475,1769118031.183007,2,3,11.083000106737018,0.2705839276313782
476,1769118031.211018,2,4,11.290199938230217,0.45218151807785034
477,1769118031.239206,2,5,10.464799939654768,0.45218151807785034
478,1769118031.2692072,2,6,13.044099905528128,0.45218151807785034
479,1769118031.2962604,1,7,11.522900080308318,0.45218151807785034
480,1769118031.3238602,1,6,11.003399966284633,6.855932712554932
481,1769118031.351855,1,5,11.406600009649992,0.45218151807785034
482,1769118031.3824594,1,4,10.400800034403801,0.5685247778892517
483,1769118031.4139917,1,4,10.662699933163822,0.5685247778892517
484,1769118031.4459922,1,4,10.491600027307868,0.5685247778892517
485,1769118031.4779935,3,5,11.745200026780367,0.5770978927612305
486,1769118031.5083973,2,5,10.56239998433739,0.5770978927612305
487,1769118031.5403988,0,5,11.273799929767847,0.5770978927612305
488,1769118031.5697892,0,4,10.17440005671233,0.5770978927612305
489,1769118031.601064,0,3,10.008699959143996,0.5770978927612305
490,1769118031.6174035,0,3,10.354599915444851,0.5770978927612305
491,1769118031.6476023,0,2,9.96229995507747,0.17423465847969055
492,1769118031.6640494,0,0,10.099399951286614,0.0
493,1769118031.694482,0,0,9.78020008187741,0.0
494,1769118031.7240143,0,0,9.10460005979985,0.0
495,1769118031.746135,0,0,9.316100040450692,0.0
496,1769118031.7741327,0,0,8.923600078560412,0.0
497,1769118031.8011422,0,0,8.843199932016432,0.0
498,1769118031.8326666,0,0,9.731000056490302,0.0
499,1769118031.8588727,0,0,9.542000014334917,0.0
500,1769118031.8888042,0,0,10.156100033782423,0.0
501,1769118031.915787,0,0,9.495100006461143,0.0
502,1769118031.9435945,0,0,9.41870000679046,0.0
503,1769118031.9752662,0,0,10.775299975648522,0.0
504,1769118032.005338,0,0,9.72980004735291,0.0
505,1769118032.0295646,0,0,9.83909994829446,0.0
506,1769118032.0566487,0,0,9.368599974550307,0.0
