frame,time,vision_latency_ms,pipeline_latency_ms,ndet,ntrack,temp,cooldown,suppressed
0,1776955358.8273294,91.48894800000562, 0.3198150000116584,0,0,27.8,0.0,0
1,1776955358.8549678,25.67126699997857, 0.22200499998348278,0,0,27.8,0.0,0
2,1776955358.909303,22.444780999990144, 0.22807999999940876,0,0,27.8,0.0,0
3,1776955358.937859,20.718000000016445, 0.22898400001736263,0,0,27.8,0.0,0
4,1776955358.9627979,18.405663999999433, 0.21839800001544063,0,0,27.8,0.0,0
5,1776955358.9919593,19.406266999993704, 0.2749060000155623,0,0,27.8,0.0,0
6,1776955359.023431,20.517992000009144, 0.21960300000500865,0,0,27.8,0.0,0
7,1776955359.054138,20.74681999999939, 0.21844700000883677,0,0,27.8,0.0,0
8,1776955359.083101,19.968508999994583, 0.2282690000185994,0,0,27.8,0.0,0
9,1776955359.1129577,20.13539899999728, 0.21379699998647084,0,0,27.8,0.0,0
10,1776955359.1404002,18.99968199998625, 0.22069400000646056,0,0,27.8,0.0,0
11,1776955359.1724153,19.96806500000048, 0.24665899999831709,0,0,27.8,0.0,0
12,1776955359.202087,20.54350599999566, 0.22747400001321694,0,0,27.8,0.0,0
13,1776955359.2326026,19.992002999998704, 0.2546070000164491,0,0,27.8,0.0,0
14,1776955359.259729,18.928531999989673, 0.21164599999679012,0,0,27.8,0.0,0
15,1776955359.2929444,20.63659399999551, 0.23265900000524198,0,0,27.8,0.0,0
16,1776955359.3211546,19.62477500001114, 0.22072300001241274,0,0,27.8,0.0,0
17,1776955359.3497667,19.640715999997838, 0.2526400000135709,0,0,27.8,0.0,0
18,1776955359.381479,20.161147999999685, 0.21841899999230918,0,0,27.8,0.0,0
19,1776955359.409848,19.903631999994786, 0.23585599998909856,0,0,27.8,0.0,0
20,1776955359.4394665,19.81266500001766, 0.23104599998191588,0,0,27.8,0.0,0
21,1776955359.4687684,19.840103999996472, 0.22895899999753055,0,0,27.8,0.0,0
22,1776955359.5005014,20.446503999977494, 0.23997299999223287,0,0,27.8,0.0,0
23,1776955359.5288482,19.926292999997486, 0.22694399999068082,0,0,27.8,0.0,0
24,1776955359.5601485,20.55734099999995, 0.18613200001027508,0,0,27.8,0.0,0
25,1776955359.5884542,19.48308900000484, 0.21369300000628755,0,0,27.8,0.0,0
26,1776955359.61838,19.32549299999664, 0.21383300000366035,0,0,27.8,0.0,0
27,1776955359.647314,19.516159999994898, 0.2127639999969233,0,0,27.8,0.0,0
28,1776955359.6795044,20.989545999981374, 0.21661700000663586,0,0,27.8,0.0,0
29,1776955359.7031898,17.472854000004645, 0.22337499999025567,0,0,27.8,0.0,0
30,1776955359.738701,21.227589000005764, 0.2128990000187514,0,0,27.8,0.0,0
31,1776955359.7664824,19.813491000007843, 0.21180599998160687,0,0,27.8,0.0,0
32,1776955359.7937899,18.86899600000902, 0.23257099999796083,0,0,27.8,0.0,0
33,1776955359.8275118,20.778847000002543, 0.21498999998925683,0,0,27.8,0.0,0
34,1776955359.855907,19.358635000003233, 0.25053699999944,0,0,27.8,0.0,0
35,1776955359.886755,20.368359000002556, 0.22903600000745428,0,0,27.8,0.0,0
36,1776955359.9147394,19.293167999990146, 0.22040800001832395,0,0,27.8,0.0,0
37,1776955359.9456947,20.24214599998686, 0.2176559999895744,0,0,27.8,0.0,0
38,1776955359.975226,19.797145000012506, 0.21439400001099784,0,0,27.8,0.0,0
39,1776955360.0039814,20.012348999983942, 0.1931040000044959,0,0,27.8,0.0,0
40,1776955360.032344,19.499005000000125, 0.20384399999784364,0,0,27.8,0.0,0
41,1776955360.06334,19.441900999993322, 0.22643500000185668,0,0,27.8,0.0,0
42,1776955360.0933778,19.94459400000892, 0.22090900000648617,0,0,27.8,0.0,0
43,1776955360.124889,20.44055100000719, 0.246700000019473,0,0,27.8,0.0,0
44,1776955360.1525214,19.181113000001915, 0.22240900000269903,0,0,27.8,0.0,0
45,1776955360.1836436,20.244381999987127, 0.21186700001862846,0,0,27.8,0.0,0
46,1776955360.2127922,19.744000999992295, 0.2175099999988106,0,0,27.8,0.0,0
47,1776955360.242223,19.668134999989206, 0.2110700000059751,0,0,27.8,0.0,0
48,1776955360.2721896,19.888312999995605, 0.22611500000380147,0,0,27.8,0.0,0
49,1776955360.302126,19.663670999989336, 0.23357199998486067,0,0,27.8,0.0,0
50,1776955360.3321924,20.83995199998867, 0.22266100000933875,0,0,27.8,0.0,0
51,1776955360.3602388,18.90230800000836, 0.20097699999155338,0,0,27.8,0.0,0
52,1776955360.3931072,21.96877800000152, 0.2640699999858498,0,0,27.8,0.0,0
53,1776955360.415854,16.90633799998409, 0.2295419999995829,0,0,27.8,0.0,0
54,1776955360.451661,20.724443000005977, 0.21565899999131943,0,0,27.8,0.0,0
55,1776955360.4807503,19.81740600001558, 0.22160899999335015,0,0,27.8,0.0,0
56,1776955360.5095704,19.52354099998388, 0.2234170000008362,0,0,27.8,0.0,0
57,1776955360.5394888,19.74391200002401, 0.22582199997600583,0,0,27.8,0.0,0
58,1776955360.5686655,19.13994999998181, 0.23556599998642014,0,0,27.8,0.0,0
59,1776955360.5984287,19.51978400001053, 0.21742999999219137,0,0,27.8,0.0,0
60,1776955360.6285248,20.024861999985433, 0.21516999998993924,0,0,27.8,0.0,0
61,1776955360.6598856,21.028404000020373, 0.24120199998378666,0,0,27.8,0.0,0
62,1776955360.6879158,20.081198000013956, 0.23395399998094035,0,0,27.8,0.0,0
63,1776955360.7185957,20.159981000006155, 0.22044199999982084,0,0,27.8,0.0,0
64,1776955360.7474744,19.543757999997524, 0.21562700001709345,0,0,27.8,0.0,0
65,1776955360.7776341,19.960819999994328, 0.215227000012419,0,0,27.8,0.0,0
66,1776955360.807207,20.31943299999739, 0.20550200000002405,0,0,27.8,0.0,0
67,1776955360.8346117,19.50130399998784, 0.20637500000475484,0,0,27.8,0.0,0
68,1776955360.8662808,19.96863099998336, 0.21042599999532285,0,0,27.8,0.0,0
69,1776955360.8968554,20.44881400001941, 0.22497000000498701,0,0,27.8,0.0,0
70,1776955360.922448,18.022388000019873, 0.20205100000225684,0,0,27.8,0.0,0
71,1776955360.9562879,20.64974400002484, 0.2133979999996427,0,0,27.8,0.0,0
72,1776955360.9850745,19.579216000011, 0.22526299997593924,0,0,27.8,0.0,0
73,1776955361.0152144,20.15930400000343, 0.2415680000069642,0,0,27.8,0.0,0
74,1776955361.0437684,19.156553000016174, 0.2291849999949136,0,0,27.8,0.0,0
75,1776955361.07485,20.347181999994746, 0.246627999985094,0,0,27.8,0.0,0
76,1776955361.1041033,20.175346000002037, 0.23024800000825962,0,0,27.8,0.0,0
77,1776955361.1331694,19.74725099998409, 0.22262299998487833,0,0,27.8,0.0,0
78,1776955361.1624055,19.673765000021604, 0.2283750000060536,0,0,27.8,0.0,0
79,1776955361.1923401,19.88803300000086, 0.21215399999618967,0,0,27.8,0.0,0
80,1776955361.222277,20.12355700000512, 0.21861300001546624,0,0,27.8,0.0,0
81,1776955361.253487,20.251183999988598, 0.21920599999702972,0,0,27.8,0.0,0
82,1776955361.2823532,19.760918999992327, 0.20657999999684762,0,0,27.8,0.0,0
83,1776955361.3119533,19.754624999990256, 0.25639000000410306,0,0,27.8,0.0,0
84,1776955361.341303,19.85508600000685, 0.20890700000109064,0,0,27.8,0.0,0
85,1776955361.3710268,20.066368000016155, 0.2572559999975965,0,0,27.8,0.0,0
86,1776955361.402235,20.693694999977197, 0.21460699997533084,0,0,27.8,0.0,0
87,1776955361.4304748,19.590296999979273, 0.22443200001021069,0,0,27.8,0.0,0
88,1776955361.4668672,25.492081000010103, 0.2336850000119739,0,0,27.8,0.0,0
89,1776955361.4821274,13.10002100001384, 0.2120599999955175,0,0,27.8,0.0,0
90,1776955361.5199971,21.055330999985244, 0.2323129999979301,0,0,27.8,0.0,0
91,1776955361.5505939,20.90544600000044, 0.2346750000015163,0,0,27.8,0.0,0
92,1776955361.5784283,19.54352800001402, 0.2136409999877742,0,0,27.8,0.0,0
93,1776955361.6100383,20.64331899998706, 0.2232749999961925,0,0,27.8,0.0,0
94,1776955361.6389554,20.03186199999618, 0.22389299999758805,0,0,27.8,0.0,0
