frame,track,score,x,y,hit_time,hit_confirmed,redirects
2,0,0.1083,554.4,433.6,0.250,True,0
39,1,0.0544,1421.9,782.8,0.250,True,0
84,4,0.0782,900.8,305.0,0.250,True,0
139,6,0.0434,752.8,1151.4,0.250,True,0
177,18,0.1113,757.0,1290.6,0.250,True,0
216,24,0.1048,639.0,903.4,0.250,True,0
255,37,0.1137,1191.8,1004.5,0.250,True,0
294,46,0.1072,718.0,1332.4,0.250,True,0
333,51,0.1017,884.2,754.5,0.250,True,0
372,61,0.1420,858.0,827.4,0.250,True,0
411,88,0.1333,908.7,1184.7,0.250,True,0
450,100,0.0795,766.3,361.9,0.250,True,0
489,111,0.0724,432.9,1112.3,0.250,True,0
528,130,0.1163,888.8,1368.0,0.250,True,0
567,140,0.1369,732.5,1164.2,0.250,True,0
606,146,0.0980,343.5,658.3,0.250,True,0
645,152,0.0905,694.2,1199.7,0.250,True,0
684,161,0.1167,496.1,688.6,0.250,True,0
723,177,0.1433,536.1,967.3,0.250,True,0
762,184,0.1558,462.3,974.1,0.250,True,0
801,192,0.1269,561.1,840.7,0.250,True,0
838,194,0.0418,1405.4,1149.2,0.250,True,0
876,200,0.1183,1325.3,730.6,0.250,True,0
915,217,0.1434,1464.7,722.1,0.250,True,0
954,226,0.0823,587.4,466.5,0.250,True,0
995,228,0.0815,1175.3,1150.9,0.250,True,0
1032,233,0.1115,809.9,1192.3,0.250,True,0
1071,244,0.1411,793.5,1395.2,0.250,True,0
1110,256,0.1258,764.7,1114.9,0.250,True,0
1147,257,0.1014,1215.6,1089.0,0.250,True,0
1185,262,0.1080,1381.2,533.4,0.250,True,0
1224,266,0.0544,874.1,802.8,0.250,True,0
1263,267,0.0941,1526.7,963.4,0.250,True,0
1302,272,0.1116,1162.3,858.2,0.250,True,0
1341,288,0.1319,1079.3,1278.4,0.250,True,0
1380,297,0.0872,888.0,443.8,0.250,True,0
1419,306,0.0718,504.3,951.1,0.250,True,0
1458,315,0.1293,864.0,1054.7,0.250,True,0
1497,322,0.1155,1044.8,1182.5,0.250,True,0
1536,336,0.1227,1244.5,816.0,0.250,True,0
1575,356,0.1466,1381.2,866.5,0.250,True,0
1614,368,0.1097,1053.8,1277.5,0.250,True,0
1651,371,0.0953,633.3,1261.7,0.250,True,0
1690,372,0.0408,1346.8,664.7,0.250,True,0
1728,381,0.0928,1142.5,940.2,0.250,True,0
1767,402,0.0930,858.3,1293.8,0.250,True,0
1806,415,0.1391,759.3,1145.5,0.250,True,0
1845,433,0.1302,941.0,1347.4,0.250,True,0
1884,451,0.1022,890.5,870.5,0.250,True,0
1923,473,0.1073,1298.6,1227.6,0.250,True,0
1962,487,0.1356,968.5,1420.9,0.250,True,0
2001,500,0.1383,1036.0,1377.5,0.250,True,0
2038,502,0.1065,1234.8,1189.4,0.250,True,0
2075,503,0.0585,793.1,1327.7,0.250,True,0
2114,508,0.0590,1158.7,1060.1,0.250,True,0
2161,509,0.0747,1189.9,1039.3,0.250,True,0
2200,511,0.0983,599.5,1265.4,0.250,True,0
2238,516,0.1161,765.0,874.0,0.250,True,0
2277,531,0.1144,828.9,975.2,0.250,True,0
2316,545,0.0989,393.6,834.6,0.250,True,0
2355,556,0.1363,637.3,509.9,0.250,True,0
2394,569,0.1197,916.7,911.5,0.250,True,0
2433,585,0.1417,902.8,879.7,0.250,True,0
2472,605,0.1069,866.0,741.9,0.250,True,0
2511,623,0.0960,773.7,1329.7,0.250,True,0
2550,646,0.1229,886.3,1309.1,0.250,True,0
2589,665,0.1332,574.2,1105.6,0.250,True,0
2628,681,0.1265,988.1,1133.3,0.250,True,0
2667,691,0.1352,1058.5,1293.8,0.250,True,0
2730,698,0.1394,1047.1,1204.5,0.250,True,0
2771,700,0.0993,990.0,471.7,0.250,True,0
2811,704,0.0727,901.3,1144.1,0.250,True,0
2848,708,0.0674,710.5,1260.6,0.250,True,0
2886,714,0.1283,717.5,1081.8,0.250,True,0
2925,725,0.1156,985.4,1255.5,0.250,True,0
2962,728,0.0738,1044.8,1265.6,0.250,True,0
3014,729,0.0800,691.6,549.7,0.250,True,0
3051,732,0.1087,663.7,535.3,0.250,True,0
3092,738,0.1013,955.1,981.6,0.250,True,0
3129,740,0.0980,1298.0,783.9,0.250,True,0
3168,745,0.0733,491.1,894.4,0.250,True,0
3207,756,0.1071,1035.1,945.1,0.250,True,0
3246,771,0.1235,977.5,1249.0,0.250,True,0
3288,773,0.1138,824.8,963.1,0.250,True,0
3327,782,0.1143,484.0,1128.4,0.250,True,0
3366,800,0.1344,855.3,1296.8,0.250,True,0
3405,803,0.0890,1302.0,746.2,0.250,True,0
3444,808,0.1195,1181.9,1253.2,0.250,True,0
3483,814,0.1014,906.4,749.8,0.250,True,0
3522,821,0.1037,1072.8,1121.9,0.250,True,0
3561,835,0.1243,688.6,1078.7,0.250,True,0
3600,851,0.1191,614.5,634.7,0.250,True,0
3639,868,0.1388,517.6,632.2,0.250,True,0
3678,881,0.1354,790.7,614.4,0.250,True,0
3715,887,0.1482,973.6,598.1,0.250,True,0
3766,888,0.0642,1149.8,858.6,0.250,True,0
3804,889,0.0845,769.3,1351.2,0.250,True,0
3843,894,0.1277,962.5,1423.4,0.250,True,0
3882,898,0.0879,1287.8,844.4,0.250,True,0
3921,903,0.1540,1371.7,665.9,0.250,True,0
3963,912,0.0707,669.4,1317.8,0.250,True,0
4002,918,0.1043,1271.8,1087.8,0.250,True,0
4041,933,0.0824,788.1,936.8,0.250,True,0
4080,949,0.1168,698.5,1294.2,0.250,True,0
4119,967,0.1407,967.8,1423.7,0.250,True,0
4158,974,0.0846,816.4,1080.4,0.250,True,0
4205,978,0.1286,691.2,1351.0,0.250,True,0
4242,980,0.0841,277.7,762.2,0.250,True,0
4307,982,0.0820,834.1,1151.8,0.250,True,0
4344,984,0.1077,716.4,1143.2,0.250,True,0
4381,990,0.1326,881.9,1339.5,0.250,True,0
4419,1002,0.1228,1093.5,1255.2,0.250,True,0
4458,1010,0.1282,1224.8,1210.1,0.250,True,0
4497,1013,0.0575,760.3,1360.9,0.250,True,0
4536,1029,0.1454,896.0,1191.5,0.250,True,0
4575,1035,0.1125,1261.5,981.3,0.250,True,0
4612,1039,0.0749,1274.1,1281.1,0.250,True,0
4650,1045,0.0754,624.6,855.3,0.250,True,0
4689,1056,0.1051,569.2,1138.3,0.250,True,0
4728,1061,0.0502,684.9,466.2,0.250,True,0
4766,1063,0.0744,1435.1,749.7,0.250,True,0
4803,1070,0.0951,1039.8,1243.5,0.250,True,0
4844,1073,0.0504,560.8,767.6,0.250,True,0
4881,1075,0.0915,1370.5,1135.9,0.250,True,0
4920,1085,0.1089,813.5,1125.5,0.250,True,0
4959,1101,0.1462,915.4,1202.0,0.250,True,0
4998,1110,0.1063,655.8,1306.8,0.250,True,0
5040,1114,0.1245,706.0,1243.7,0.250,True,0
5079,1120,0.1012,964.8,1032.4,0.250,True,0
5118,1130,0.1197,591.5,992.6,0.250,True,0
5157,1140,0.0947,965.0,1123.9,0.250,True,0
5196,1146,0.1237,773.2,1277.5,0.250,True,0
5237,1151,0.0595,687.1,383.8,0.250,True,0
5274,1152,0.0863,1311.6,911.3,0.250,True,0
5313,1159,0.0393,374.4,674.1,0.250,True,0
5355,1162,0.0571,418.1,1169.4,0.250,True,0
5394,1166,0.1399,561.1,1162.4,0.250,True,0
5433,1173,0.1082,1052.8,1301.2,0.250,True,0
5490,1174,0.0900,1552.3,853.9,0.250,True,0
5529,1187,0.0625,756.3,935.2,0.250,True,0
