frame,track,score,x,y,hit_time,hit_confirmed,redirects
3,2,0.1100,648.0,367.1,0.250,True,0
99,4,0.0695,1006.4,1429.0,0.250,True,0
138,9,0.1061,900.4,1068.7,0.250,True,0
234,12,0.1240,1001.2,1158.5,0.250,True,0
438,17,0.0644,530.9,456.0,0.250,True,0
477,22,0.1157,464.6,479.2,0.250,True,0
522,28,0.0508,1320.1,1100.4,0.250,True,0
561,34,0.0977,794.0,782.7,0.250,True,0
600,41,0.1113,688.6,1097.7,0.250,True,0
717,42,0.0861,450.8,539.4,0.250,True,0
765,46,0.0940,317.4,852.6,0.250,True,0
804,52,0.0679,1265.0,940.4,0.250,True,0
1033,53,0.0941,853.8,1231.8,0.250,True,0
1071,56,0.1436,769.0,1352.6,0.250,True,0
1263,60,0.1017,441.6,1040.1,0.250,True,0
1323,66,0.0412,1238.9,587.7,0.250,True,0
1369,70,0.0593,302.3,920.2,0.250,True,0
1674,73,0.0848,548.3,520.4,0.250,True,0
1837,76,0.0674,1510.2,1031.1,0.250,True,0
1874,78,0.1354,1381.8,1003.1,0.250,True,0
1926,82,0.0976,799.2,1365.0,0.250,True,0
1983,86,0.0777,1045.6,814.7,0.250,True,0
2022,90,0.1068,624.3,1051.2,0.250,True,0
2061,95,0.0462,757.6,284.4,0.250,True,0
2098,96,0.0965,841.6,421.5,0.250,True,0
2136,97,0.0701,786.4,561.7,0.250,True,0
2301,98,0.1115,678.0,826.2,0.250,True,0
2343,103,0.0744,683.2,1301.0,0.250,True,0
2380,105,0.0546,360.9,617.6,0.250,True,0
2418,106,0.1046,400.4,1067.7,0.250,True,0
2457,111,0.0692,919.2,364.5,0.250,True,0
2520,116,0.0514,1061.7,997.5,0.250,True,0
2557,117,0.0800,598.1,1263.0,0.250,True,0
2634,118,0.1080,1065.8,1126.5,0.250,True,0
2676,122,0.1135,795.1,1379.3,0.250,True,0
2721,124,0.1315,779.3,1388.3,0.250,True,0
2760,130,0.1176,952.9,1014.0,0.250,True,0
2797,132,0.0900,698.5,460.0,0.250,True,0
2835,137,0.1523,695.1,480.2,0.250,True,0
2890,138,0.0681,767.1,282.4,0.250,True,0
2928,141,0.0974,1170.0,204.6,0.250,True,0
3150,145,0.0625,833.9,1220.0,0.250,True,0
3187,148,0.1167,1202.1,874.6,0.250,True,0
3225,151,0.0838,1266.0,1121.3,0.250,True,0
3434,154,0.1070,994.0,826.3,0.250,True,0
3492,156,0.1085,1127.7,1230.0,0.250,True,0
3560,158,0.1244,1241.9,913.5,0.250,True,0
3630,160,0.0890,480.0,1228.9,0.250,True,0
3667,162,0.1306,655.0,1163.9,0.250,True,0
3783,163,0.0884,1399.2,1194.0,0.250,True,0
3820,165,0.0754,606.6,1060.0,0.250,True,0
3858,170,0.1206,594.4,1094.8,0.250,True,0
3898,176,0.0582,994.5,1343.7,0.250,True,0
3936,183,0.1110,872.5,1204.6,0.250,True,0
3975,192,0.1096,747.9,1204.8,0.250,True,0
4020,193,0.0882,442.8,778.5,0.250,True,0
4090,200,0.0446,1146.1,1215.1,0.250,True,0
4244,201,0.1230,1012.8,1023.4,0.250,True,0
4418,203,0.1222,783.3,1385.6,0.250,True,0
4455,205,0.0959,1014.5,1303.7,0.250,True,0
4493,207,0.1268,613.8,1276.1,0.250,True,0
4530,209,0.0957,423.6,1075.9,0.250,True,0
4569,221,0.1075,914.2,1160.3,0.250,True,0
4620,227,0.0430,1129.2,316.5,0.250,True,0
4788,230,0.0563,738.5,658.8,0.250,True,0
4825,233,0.0971,1028.9,1251.5,0.250,True,0
4862,234,0.0841,1111.4,1125.0,0.250,True,0
4899,237,0.0786,858.2,375.9,0.250,True,0
5087,240,0.0559,1101.6,848.1,0.250,True,0
5124,241,0.0822,1200.2,1269.5,0.250,True,0
5163,246,0.1153,751.9,840.6,0.250,True,0
5204,248,0.0582,289.7,764.9,0.250,True,0
5300,249,0.1166,379.3,409.7,0.250,True,0
5660,250,0.0964,803.1,458.5,0.250,True,0
5883,256,0.0928,381.5,602.8,0.250,True,0
5992,259,0.0657,584.3,421.7,0.250,True,0
6320,260,0.0883,778.0,1100.4,0.250,True,0
6359,262,0.0679,1310.0,556.2,0.250,True,0
6440,264,0.0681,454.7,315.8,0.250,True,0
6488,267,0.1054,749.1,837.4,0.250,True,0
6525,269,0.1181,419.5,961.5,0.250,True,0
6564,273,0.0855,1191.9,1331.7,0.250,True,0
6603,279,0.1143,1292.3,1220.5,0.250,True,0
6642,284,0.0847,886.3,584.3,0.250,True,0
6698,287,0.0822,524.1,397.6,0.250,True,0
6735,288,0.0726,1449.1,730.6,0.250,True,0
6792,290,0.0644,487.2,1214.9,0.250,True,0
6912,292,0.0909,587.8,707.9,0.250,True,0
6951,299,0.1051,1116.3,662.7,0.250,True,0
6994,303,0.0534,826.8,1183.2,0.250,True,0
7031,305,0.0747,1249.9,224.3,0.250,True,0
7068,307,0.0898,443.7,382.1,0.250,True,0
7107,313,0.0586,1431.5,803.2,0.250,True,0
7187,315,0.0662,486.4,1179.8,0.250,True,0
7235,317,0.0426,1378.5,421.6,0.250,True,0
7343,319,0.0869,798.2,470.9,0.250,True,0
7905,321,0.0497,644.4,1146.3,0.250,True,0
7955,323,0.0620,1568.4,803.8,0.250,True,0
