frame,track,score,x,y,hit_time,hit_confirmed,redirects
5,0,0.0782,874.4,1317.5,0.250,True,0
45,2,0.0651,1159.4,1276.3,0.250,True,0
213,5,0.1283,1032.6,1247.7,0.250,True,0
252,10,0.1215,1144.6,729.5,0.250,True,0
291,16,0.1261,1310.8,385.3,0.250,True,0
337,18,0.1005,885.1,787.6,0.250,True,0
519,21,0.1079,622.1,638.1,0.250,True,0
563,23,0.0528,920.0,1171.5,0.250,True,0
600,24,0.0691,1104.1,1189.5,0.250,True,0
661,26,0.0745,920.2,514.0,0.250,True,0
699,29,0.0744,659.0,1089.0,0.250,True,0
738,35,0.0945,1310.6,959.2,0.250,True,0
778,37,0.1091,1075.0,1253.7,0.250,True,0
850,38,0.1013,1468.7,585.3,0.250,True,0
887,39,0.0708,1343.6,635.5,0.250,True,0
924,41,0.1092,1151.8,567.2,0.250,True,0
1025,47,0.0807,984.3,1133.5,0.250,True,0
1062,49,0.1149,901.5,951.1,0.250,True,0
1119,53,0.1329,1023.3,1162.1,0.250,True,0
1164,59,0.1611,1149.6,1193.9,0.250,True,0
1227,64,0.0519,1405.6,613.2,0.250,True,0
1269,65,0.0860,699.6,1037.0,0.250,True,0
1307,66,0.1382,594.1,1163.0,0.250,True,0
1344,67,0.0794,1227.4,993.8,0.250,True,0
1383,71,0.1333,882.0,910.2,0.250,True,0
1421,72,0.1031,959.5,1281.8,0.250,True,0
1458,74,0.1080,766.0,1185.0,0.250,True,0
1539,77,0.1351,905.0,1302.0,0.250,True,0
1579,81,0.0990,638.1,952.6,0.250,True,0
1671,82,0.0511,1231.4,1234.3,0.250,True,0
1748,83,0.0585,1484.6,847.4,0.250,True,0
1791,86,0.1262,1277.3,1200.8,0.250,True,0
1829,90,0.0885,1562.8,712.4,0.250,True,0
1917,91,0.0637,651.4,1017.7,0.250,True,0
1956,92,0.1103,811.3,1002.9,0.250,True,0
2005,94,0.1091,1169.4,1228.1,0.250,True,0
2042,95,0.0399,686.4,408.9,0.250,True,0
2081,96,0.0810,1345.4,1163.8,0.250,True,0
2118,98,0.1248,1150.5,721.6,0.250,True,0
2157,103,0.1103,720.5,1075.3,0.250,True,0
2202,108,0.1038,777.5,918.7,0.250,True,0
2240,110,0.1090,1316.8,954.2,0.250,True,0
2339,111,0.1335,1445.2,1095.3,0.250,True,0
2376,113,0.1171,1015.0,1177.6,0.250,True,0
2476,115,0.0605,1044.7,770.4,0.250,True,0
2550,118,0.1174,694.9,1121.5,0.250,True,0
2657,120,0.1412,592.0,1234.6,0.250,True,0
2694,122,0.0447,1290.9,796.2,0.250,True,0
2737,125,0.0635,321.1,846.6,0.250,True,0
2790,128,0.1004,682.3,1115.3,0.250,True,0
2994,130,0.1484,593.4,1222.2,0.250,True,0
3033,134,0.1345,957.1,1158.8,0.250,True,0
3188,136,0.1289,968.2,1363.6,0.250,True,0
3231,137,0.0616,852.1,999.3,0.250,True,0
3336,140,0.0526,1454.6,851.6,0.250,True,0
3508,141,0.0537,978.4,1197.7,0.250,True,0
3549,143,0.0478,1364.3,565.6,0.250,True,0
3591,144,0.0808,681.5,563.7,0.250,True,0
3696,145,0.1007,372.2,729.5,0.250,True,0
3734,146,0.0633,1467.8,696.2,0.250,True,0
3771,148,0.0933,1352.6,1121.1,0.250,True,0
3815,151,0.0944,927.2,1224.6,0.250,True,0
3855,156,0.1084,695.8,1299.9,0.250,True,0
3893,158,0.1498,795.6,1274.9,0.250,True,0
3942,161,0.0567,904.6,776.6,0.250,True,0
3979,162,0.0622,570.0,915.2,0.250,True,0
4016,163,0.0979,757.6,1009.9,0.250,True,0
4059,167,0.0901,1267.1,912.1,0.250,True,0
4100,171,0.0444,508.1,568.2,0.250,True,0
4137,172,0.1130,645.4,1162.9,0.250,True,0
4176,180,0.0943,1285.6,810.1,0.250,True,0
4227,186,0.0591,1039.7,1182.3,0.250,True,0
4307,187,0.1148,1473.1,932.1,0.250,True,0
4356,191,0.0723,1437.7,1025.6,0.250,True,0
4395,192,0.0683,1228.8,1036.8,0.250,True,0
4440,193,0.0623,1053.9,1352.5,0.250,True,0
4477,194,0.0607,972.7,400.8,0.250,True,0
4515,197,0.0682,1128.6,524.1,0.250,True,0
4552,199,0.0927,727.8,579.5,0.250,True,0
4589,200,0.0927,1476.8,807.6,0.250,True,0
4634,201,0.0458,758.6,463.4,0.250,True,0
